 ,dni,dhi,wind_speed,ghi,air_temperature,dew_point,relative_humidity,surface_pressure
2022,0,0,0.5,0,22.9,15.4,62.51,961
2022,0,0,0.4,0,22.7,15.4,63.46,962
2022,0,0,0.3,0,22.5,15.6,65.15,963
2022,0,0,0.4,0,22.1,15.7,67.24,963
2022,0,0,0.5,0,21.5,15.8,69.95,962
2022,0,0,0.6,0,21.1,16.1,72.94,962
2022,0,0,0.6,0,20.8,16.5,76.19,961
2022,0,0,0.5,0,20.4,16.9,80.2,961
2022,0,0,0.5,0,20.2,17.2,83.05,961
2022,0,0,0.5,0,20.1,17.5,84.97,962
2022,0,10,0.5,10,20.6,17.9,84.46,963
2022,0,24,1.1,24,22.7,18.1,75.09,964
2022,0,38,1.8,38,25.4,18.4,65.18,964
2022,0,129,2.5,129,27,19.1,61.87,964
2022,0,174,3.1,175,28.5,19.5,58.25,963
2022,9,437,3.6,445,29.9,19.7,54.23,962
2022,0,131,3.7,131,31,19.7,51.03,961
2022,0,214,3.6,214,31.6,19.7,49.46,959
2022,25,418,3.5,440,31.6,19.8,49.65,958
2022,0,67,3.5,67,31.2,19.9,51.03,957
2022,1,186,3.1,187,30.2,20.2,55.16,957
2022,0,8,1.8,8,28.6,21.4,65.21,958
2022,0,7,1,7,26.3,22.1,77.67,959
2022,0,0,1,0,25.4,22.2,82.55,960
2022,0,0,1.1,0,24.8,22.3,86.23,960
2022,0,0,1,0,24.2,22.4,89.73,960
2022,0,0,0.8,0,23.7,22.5,93.11,961
2022,0,0,0.6,0,23.3,22.4,94.9,960
2022,0,0,0.3,0,23.1,22.3,95.14,960
2022,0,0,0.6,0,22.8,22.2,96.32,959
2022,0,0,1.5,0,22.2,21.9,98.39,959
2022,0,0,2,0,21.6,21.4,98.68,959
2022,0,0,2.8,0,20.9,20.5,97.67,961
2022,0,0,3.8,0,19.9,19.4,96.76,962
2022,22,12,3.4,13,19.2,18.4,95.4,963
2022,0,57,3.1,58,19.6,18.2,91.76,964
2022,627,134,3.5,456,20.7,18.1,85.28,964
2022,0,136,3.8,136,22.4,17.4,73.17,964
2022,0,247,3.5,247,24.1,16.6,62.82,964
2022,152,510,2.9,654,25.7,16.6,57.26,962
2022,0,108,2.3,108,27.1,17.1,54.25,961
2022,0,259,2.1,260,27.7,17.4,53.46,960
2022,0,240,2.3,240,27.6,17.5,54.31,959
2022,1,249,2.4,249,27.1,17.6,55.99,958
2022,0,91,2.3,91,26.4,17.6,58.29,958
2022,0,32,1.6,32,25.1,18,64.74,958
2022,30,13,0.9,14,23.3,18.6,74.77,959
2022,0,0,0.7,0,22.6,18.7,78.43,959
2022,0,0,0.7,0,22.1,18.9,81.91,960
2022,0,0,0.7,0,21.6,19,85.21,961
2022,0,0,0.8,0,21.2,19.1,87.7,961
2022,0,0,1,0,20.6,19.1,91.06,961
2022,0,0,1.2,0,20.2,19.1,93.66,960
2022,0,0,1.6,0,19.9,19.1,95.2,960
2022,0,0,2.2,0,19.6,18.8,95.15,960
2022,0,0,2.3,0,19.3,18.3,94.03,961
2022,0,0,2.1,0,19,17.7,92.11,961
2022,0,0,1.8,0,18.8,17.1,89.94,962
2022,0,11,1.7,11,18.7,16.7,88.32,963
2022,0,13,1.8,13,19.5,16.5,83.03,963
2022,0,143,1.7,143,21.3,16.1,72.18,963
2022,18,327,1.7,340,24.4,15.7,58.22,963
2022,855,137,2,873,26.8,16.1,51.95,962
2022,873,150,2.2,982,27.9,16.9,51.08,961
2022,872,157,2.8,1016,27.7,17.3,52.99,961
2022,0,271,3.5,272,26.7,17.5,57.17,960
2022,793,171,3.8,851,25.6,17.7,61.82,960
2022,690,157,3.1,645,24.6,17.9,66.31,960
2022,599,139,2,445,23.7,18.1,70.8,961
2022,402,93,1.2,207,22.8,18.3,75.69,961
2022,45,13,0.6,15,21.8,18.7,82.57,962
2022,0,0,0.5,0,21.3,18.8,85.86,963
2022,0,0,0.8,0,21.1,18.8,86.94,963
2022,0,0,1.5,0,20.9,18.9,88.31,964
2022,0,0,1.8,0,20.8,18.9,88.71,964
2022,0,0,1.8,0,20.5,18.8,90.25,964
2022,0,0,1.9,0,20.4,18.8,90.57,964
2022,0,0,2,0,20.2,18.7,91.26,964
2022,0,0,2.2,0,20.1,18.7,91.4,964
2022,0,0,2.1,0,19.9,18.6,92.19,964
2022,0,0,1.9,0,19.7,18.6,93.08,965
2022,0,0,2,0,19.6,18.5,93.24,966
2022,0,11,2.4,11,19.7,18.5,92.55,966
2022,10,96,3,99,20.4,18.7,89.7,967
2022,2,123,3.4,124,21.2,18.7,85.73,968
2022,23,264,4,280,22.4,18.2,76.96,968
2022,4,241,4,245,23.5,17.8,70.22,968
2022,1,173,3.9,173,24.4,17.5,65.61,968
2022,57,462,3.7,518,24.8,17.3,63.21,967
2022,95,435,3.5,525,24.9,17.1,61.92,967
2022,778,180,3.3,848,24.9,16.9,61.06,966
2022,727,160,3.1,674,24.7,16.6,60.82,965
2022,629,131,2.7,452,24.3,16.4,61.49,965
2022,439,88,1.5,213,23.4,16.8,66.53,965
2022,59,15,0.7,17,22,17.1,73.59,965
2022,0,0,0.5,0,21.6,16.9,74.63,965
2022,0,0,0.5,0,21.2,16.8,75.91,966
2022,0,0,0.6,0,20.7,16.6,77.42,966
2022,0,0,0.8,0,20.5,16.3,76.62,967
2022,0,0,0.9,0,20.5,15.9,74.7,966
2022,0,0,0.9,0,20.4,15.5,73.57,966
2022,0,0,1,0,20.3,15.2,72.62,965
2022,0,0,1,0,20.2,15,72.06,965
2022,0,0,1,0,20.1,14.8,71.62,965
2022,0,0,1,0,19.9,14.6,71.59,965
2022,0,0,1.1,0,19.7,14.4,71.65,966
2022,0,20,1.3,20,20.4,14.7,69.84,966
2022,442,94,2.2,225,22.6,14.6,60.67,967
2022,157,298,2.5,380,25.5,13.9,48.7,968
2022,733,165,2.9,690,27.7,13.3,41.15,968
2022,787,183,2.9,864,29.3,13.8,38.63,967
2022,815,194,2.9,974,30.6,14.5,37.7,967
2022,823,196,2.8,1009,31.5,15.3,37.63,965
2022,817,189,2.5,968,31.9,15.9,38.24,964
2022,773,186,2.3,850,32,16.4,39.2,963
2022,718,165,2.1,673,31.6,16.8,41.04,962
2022,122,255,2,317,30.8,17,43.73,962
2022,1,61,1.5,62,29.4,18,50.28,962
2022,0,12,0.8,12,26.5,18.8,62.52,963
2022,0,0,0.9,0,25.2,18.4,66.05,963
2022,0,0,0.9,0,24.6,18.4,68.25,964
2022,0,0,0.9,0,24.1,18.2,69.73,964
2022,0,0,0.9,0,23.6,18.1,71.32,965
2022,0,0,0.9,0,23,18,73.33,964
2022,0,0,0.9,0,22.4,17.9,75.61,964
2022,0,0,1,0,22,17.8,77.02,963
2022,0,0,1,0,21.6,17.7,78.57,963
2022,0,0,1,0,21.5,17.6,78.7,963
2022,0,0,1.1,0,21.5,17.5,78.22,963
2022,0,0,1.1,0,21.4,17.4,78.09,964
2022,58,19,1.5,22,22.3,17.6,74.76,964
2022,394,104,2.3,221,24.9,17.9,64.97,965
2022,591,149,2.5,459,27.6,18.5,57.51,965
2022,705,174,2.6,680,29.6,18.7,52.07,965
2022,765,191,2.6,854,31.1,18.9,48.31,964
2022,794,202,2.5,962,32.1,19.1,46.16,963
2022,802,205,2.5,998,32.7,19.3,45.16,962
2022,788,204,2.5,957,33,19.4,44.65,961
2022,568,353,2.4,841,32.9,19.3,44.7,959
2022,118,410,2.3,493,32.5,19.1,45.31,959
2022,598,141,2.2,447,31.8,18.9,46.37,958
2022,419,91,1.7,211,30.4,19.3,51.43,958
2022,63,14,0.8,17,27.6,19.9,62.76,959
2022,0,0,0.8,0,26.4,19.5,65.71,960
2022,0,0,0.8,0,25.7,19.3,67.92,960
2022,0,0,0.7,0,25.3,19.2,68.89,961
2022,0,0,0.7,0,25,19.1,69.81,961
2022,0,0,0.6,0,24.6,19.1,71.58,961
2022,0,0,0.6,0,24.2,19.1,73.26,961
2022,0,0,0.6,0,23.9,19.1,74.52,960
2022,0,0,0.5,0,23.7,19.2,75.73,960
2022,0,0,0.5,0,23.3,19.3,78.09,959
2022,0,0,0.7,0,22.9,19.3,80.28,960
2022,0,0,1.1,0,22.7,19.3,81.17,960
2022,0,17,1.7,17,22.9,19.5,81.15,961
2022,264,131,1.9,211,23.9,19.7,77.3,962
2022,444,208,1.7,442,25.3,19.8,71.65,962
2022,226,376,1.6,538,27.2,19.9,64.5,962
2022,649,266,1.9,828,29.4,20,57.04,961
2022,681,283,2,937,30.8,19.9,52.44,960
2022,700,279,2.1,972,32,19.7,48.3,959
2022,684,274,2.3,927,32.7,19.3,45.26,958
2022,666,248,2.4,820,32.8,19,44.02,957
2022,591,226,2.5,645,32.6,18.6,43.67,956
2022,489,179,2.3,429,31.9,18.5,45.11,956
2022,309,110,1.6,199,30.5,19.4,51.56,956
2022,26,12,0.9,13,28.1,19.6,60.15,957
2022,0,0,1,0,27.3,19.3,61.5,957
2022,0,0,1,0,26.9,19.4,63.35,958
2022,0,0,1,0,26.3,19.5,66.08,959
2022,0,0,1,0,25.8,19.5,68.33,960
2022,0,0,0.9,0,25.1,19.6,71.36,960
2022,0,0,0.8,0,24.5,19.6,74.05,959
2022,0,0,0.7,0,23.9,19.6,76.71,959
2022,0,0,0.6,0,23.5,19.6,78.81,959
2022,0,0,0.5,0,23.1,19.7,81.38,959
2022,0,0,0.5,0,22.9,19.9,83.1,960
2022,0,0,0.5,0,22.7,20,84.93,960
2022,0,11,0.9,11,23.1,20.4,84.74,961
2022,0,15,1.8,15,24.8,20.6,77.31,962
2022,28,268,2.7,283,27,20.9,69.2,962
2022,71,393,3.1,445,28.8,20.8,62.07,962
2022,129,496,3.1,608,29.9,20.4,56.75,962
2022,183,555,3.1,730,31,20,52.08,962
2022,10,454,3.1,464,32.1,19.8,48.17,961
2022,754,232,3.1,952,32.4,19.5,46.54,959
2022,41,431,3.1,467,32.4,19.2,45.76,958
2022,634,207,3,657,32,19,46.21,958
2022,11,230,2.7,236,31.4,19,47.83,958
2022,331,109,1.7,204,30.1,19.8,54.08,958
2022,32,13,1,15,27.9,20.1,62.61,958
2022,0,0,1,0,27,20,65.46,959
2022,0,0,1,0,26.5,20.1,67.89,960
2022,0,0,0.9,0,25.9,20.3,71.47,961
2022,0,0,0.9,0,25.5,20.6,74.2,962
2022,0,0,0.9,0,24.9,20.7,77.63,961
2022,0,0,0.9,0,24.3,20.8,81.06,961
2022,0,0,1,0,23.9,21,83.65,960
2022,0,0,1.2,0,23.6,21.1,85.9,960
2022,0,0,1.4,0,23.3,21.3,88.35,960
2022,0,0,1.6,0,23,21.4,90.92,960
2022,0,0,1.8,0,22.8,21.6,93.08,961
2022,0,23,2.3,23,22.9,21.9,94.04,962
2022,115,174,2.9,209,24,22.4,90.84,962
2022,1,191,3.7,191,26.3,22.3,78.7,963
2022,0,118,4.9,118,29,21.3,63.16,963
2022,129,494,5.2,606,30.5,20.8,56.16,962
2022,786,210,5.2,966,31.8,20.5,51.14,961
2022,812,202,5.1,1006,32.8,20.2,47.45,959
2022,810,192,5.1,967,33.4,19.9,45.19,958
2022,738,205,5.1,840,33.6,19.7,43.95,956
2022,670,188,5.2,664,33.3,19.5,44.16,955
2022,559,154,5.1,442,32.6,19.3,45.59,955
2022,376,99,4.5,207,31.2,19.3,49.22,955
2022,54,14,3.5,17,29.4,19.3,54.59,956
2022,0,0,3.2,0,28.2,19.3,58.63,956
2022,0,0,3.1,0,27.2,19.4,62.41,957
2022,0,0,2.8,0,26.3,19.5,66.41,958
2022,0,0,2.7,0,25.7,19.7,69.63,959
2022,0,0,2.7,0,25.2,20,72.83,958
2022,0,0,2.9,0,24.8,20.4,76.52,958
2022,0,0,3,0,24.4,20.9,80.93,957
2022,0,0,3.1,0,24.1,21.4,84.85,957
2022,0,0,3.1,0,23.9,21.7,87.46,956
2022,0,0,3.1,0,23.6,21.9,89.98,956
2022,0,0,3.1,0,23.4,21.9,91.46,957
2022,98,24,3.4,30,23.8,21.9,89.32,957
2022,468,93,4.7,237,25.6,21.8,79.38,958
2022,666,126,5.7,481,27.8,21.2,67.35,959
2022,773,144,6,704,29.7,20.7,58.6,958
2022,111,439,6,535,31.3,20.4,52.26,958
2022,19,455,6,473,32.8,20.1,47.33,957
2022,906,138,6,1037,33.9,20,44.11,956
2022,9,429,5.9,437,34.4,19.9,42.71,955
2022,885,123,5.7,885,34.4,20,42.83,954
2022,834,112,5.4,705,33.8,20.1,44.66,954
2022,733,98,4.9,476,32.8,20.2,47.69,954
2022,536,74,3.8,229,31.2,20.5,53.04,954
2022,0,16,2.1,16,28.7,21.1,63.37,955
2022,0,0,1.4,0,27.2,21.6,71.69,957
2022,0,0,1.1,0,26.4,22.1,77.24,958
2022,0,0,0.7,0,25.9,22.5,81.53,959
2022,0,0,0.2,0,25.5,22.9,85.39,960
2022,0,0,0.9,0,25,22.8,87.73,960
2022,0,0,2.4,0,23.5,22.3,92.79,960
2022,0,0,3.2,0,22.3,21.4,94.77,959
2022,0,0,3.4,0,21.3,20.2,93.2,959
2022,0,0,3.1,0,20.2,18.9,91.99,960
2022,0,0,2.2,0,19.6,18.2,91.91,961
2022,0,0,1.9,0,19.4,18,91.6,962
2022,1,23,2,24,19.3,17.8,91.04,963
2022,13,105,3.1,109,19.3,17.4,89.03,965
2022,4,134,4.2,136,19.6,16,79.87,965
2022,7,222,4.9,227,20.3,13.9,66.66,965
2022,18,340,4.9,356,22,12.3,54.28,964
2022,142,466,4.6,603,23.4,11.7,47.84,963
2022,227,422,4.4,647,25.1,11.7,43.2,962
2022,66,433,3.5,497,26,11.9,41.49,961
2022,313,378,3.3,647,25.9,12.2,42.43,960
2022,846,107,3.2,708,25.7,12.3,43.45,959
2022,762,90,2.5,484,24.9,12.5,46.17,959
2022,592,66,2.2,238,23.8,13,50.8,960
2022,2,21,1.1,21,21.8,14,61.08,960
2022,0,0,0.7,0,20.8,14.4,66.8,961
2022,0,0,0.5,0,20.5,14.7,69.43,962
2022,0,0,0.4,0,20.3,14.7,70.42,962
2022,0,0,0.4,0,20,14.8,71.99,963
2022,0,0,0.5,0,19.9,14.7,71.78,962
2022,0,0,0.5,0,19.8,14.6,71.81,962
2022,0,0,0.7,0,19.5,14.4,72.27,961
2022,0,0,1.1,0,19.2,14.4,73.94,961
2022,0,0,1.1,0,19,14.6,75.52,960
2022,0,0,0.6,0,18.7,14.6,77.04,960
2022,0,0,0.5,0,18.5,14.5,77.75,961
2022,2,28,0.6,28,19.3,14.7,74.76,962
2022,0,58,1.1,58,21.3,14.4,64.93,963
2022,0,126,2,126,24,13.4,51.54,964
2022,0,186,2.5,186,25.6,12.7,44.61,963
2022,2,343,2.8,345,26.7,13,42.81,963
2022,360,408,3,755,27.4,13.7,42.95,962
2022,178,471,2.8,649,27.6,14.3,44.14,962
2022,411,378,2.8,772,27,14.7,46.91,962
2022,1,291,2.8,291,26.4,15.1,49.77,961
2022,0,190,2.8,191,26,15.6,52.57,961
2022,0,75,2.7,75,25.4,16,56.19,962
2022,5,88,2.4,89,24.4,16.6,61.62,962
2022,0,12,1.5,12,22.8,17.2,70.83,963
2022,0,0,1.2,0,21.9,17.6,76.55,963
2022,0,0,1.1,0,21.4,17.8,79.73,964
2022,0,0,1.2,0,21.2,17.7,80.67,965
2022,0,0,1.3,0,21.1,17.5,80.13,965
2022,0,0,1.3,0,20.8,17.2,80.01,964
2022,0,0,1.1,0,20.4,16.8,79.96,963
2022,0,0,0.9,0,20.2,16.6,79.57,963
2022,0,0,0.9,0,20.1,16.3,78.84,962
2022,0,0,1,0,20,16.1,78.28,962
2022,0,0,1.1,0,19.8,15.9,78.29,963
2022,0,0,1.2,0,19.7,15.7,77.91,963
2022,2,33,1.4,33,20.5,16,75.29,964
2022,297,142,2.2,235,22.6,16.1,66.58,965
2022,307,249,2.9,414,25.1,16.1,57.42,966
2022,356,302,3.6,562,27.2,15.7,49.33,966
2022,515,331,3.8,782,29,15.3,43.44,965
2022,844,180,3.9,994,30.5,15.1,39.31,964
2022,812,174,4,981,31.6,14.9,36.49,963
2022,507,331,3.9,817,32.1,14.8,35.12,962
2022,419,337,3.7,698,32.2,14.6,34.58,961
2022,757,153,3.4,692,31.7,14.5,35.37,961
2022,409,213,2.9,425,30.9,14.6,37.26,960
2022,472,89,2.1,227,29.4,15.6,43.11,960
2022,78,19,1,23,26.3,16.4,54.59,961
2022,0,0,1,0,24.8,16.3,59.23,961
2022,0,0,1,0,23.8,16.5,63.7,962
2022,0,0,0.9,0,23,16.8,68.08,963
2022,0,0,0.7,0,22.3,17.2,72.87,964
2022,0,0,0.6,0,21.7,17.5,77.21,964
2022,0,0,0.5,0,21.4,17.6,79.07,963
2022,0,0,0.7,0,20.8,17.4,81.05,963
2022,0,0,0.8,0,20.4,17,81.09,962
2022,0,0,0.9,0,20.3,16.6,79.48,962
2022,0,0,0.9,0,20.3,16.2,77.29,962
2022,0,0,0.9,0,20.5,15.8,74.27,962
2022,175,29,0.8,42,21.8,16.6,72.34,963
2022,574,82,0.9,263,25.6,16.3,56.48,964
2022,741,111,1.1,511,28.8,14.9,42.84,964
2022,824,131,1.6,733,31,15,38.03,964
2022,868,145,1.9,906,32.5,16.1,37.42,963
2022,891,153,2,1014,33.8,17,36.84,962
2022,899,155,2,1049,34.6,17.5,36.42,961
2022,892,149,2.1,1006,35.1,17.7,35.86,959
2022,847,151,2.2,883,35.1,17.8,35.97,958
2022,802,134,2.3,706,34.8,17.7,36.45,957
2022,714,111,2.3,481,34,17.6,37.81,957
2022,530,79,1.9,234,32.5,18.1,42.42,957
2022,108,20,0.9,26,29.4,19.3,54.56,958
2022,0,0,0.9,0,27.9,19.1,58.74,959
2022,0,0,0.9,0,27.3,19.2,61.36,959
2022,0,0,1,0,26.7,19.3,63.98,960
2022,0,0,0.9,0,26,19.6,67.65,961
2022,0,0,0.9,0,25.4,19.9,71.4,960
2022,0,0,0.8,0,24.9,20.1,74.87,960
2022,0,0,0.8,0,24.6,20.3,77,960
2022,0,0,0.9,0,24.2,20.4,79.22,959
2022,0,0,0.9,0,23.9,20.5,81.1,959
2022,0,0,0.9,0,23.7,20.6,82.66,959
2022,0,0,0.9,0,23.5,20.7,84.38,960
2022,172,29,1.5,43,24.7,21,79.93,960
2022,575,78,2.5,262,27.6,21.2,68.15,961
2022,757,100,3.1,509,30.2,21.1,58.18,961
2022,848,112,3.4,733,32.1,20.8,51.48,961
2022,898,119,3.6,907,33.6,20.7,46.89,960
2022,921,124,3.8,1015,34.8,20.6,43.58,959
2022,923,129,3.9,1048,35.5,20.5,41.73,958
2022,910,131,4,1005,35.8,20.4,40.71,957
2022,177,491,4.1,644,35.7,20.2,40.48,956
2022,0,196,4.1,196,35.3,20.1,41.02,955
2022,686,117,4.1,473,34.5,20,42.69,955
2022,495,84,3.7,230,33.1,20,46.16,954
2022,93,20,2.5,25,31,20.2,52.51,955
2022,0,0,2.1,0,29.8,20.3,56.82,956
2022,0,0,2.2,0,29.1,20.5,59.8,956
2022,0,0,2.5,0,28.5,20.7,62.81,957
2022,0,0,2.6,0,27.8,21.1,67.03,957
2022,0,0,2.7,0,27.1,21.6,71.72,957
2022,0,0,2.8,0,26.5,21.9,75.7,956
2022,0,0,2.8,0,26,22.1,78.95,956
2022,0,0,2.4,0,25.4,22.2,82.29,955
2022,0,0,2.3,0,25,22.2,84.62,955
2022,0,0,2.4,0,24.6,22.3,86.89,955
2022,0,0,2.6,0,24.4,22.3,88.23,956
2022,176,29,3.2,44,24.9,22.4,86.08,956
2022,553,84,4.5,262,26.6,22.4,77.83,957
2022,736,110,5.9,509,28.4,22.3,69.52,957
2022,826,126,6.3,731,29.8,22.3,63.98,957
2022,865,143,6.5,902,31.4,22,57.54,956
2022,869,162,6.5,1004,32.8,21.8,52.36,955
2022,856,179,6.3,1032,33.8,21.6,48.95,954
2022,826,187,6.1,981,34.4,21.3,46.63,953
2022,799,175,5.9,866,34.5,21.1,45.71,952
2022,720,168,5.6,682,34.3,20.9,45.7,951
2022,598,145,5.2,455,33.4,20.9,48.01,951
2022,394,99,4.5,216,31.8,21.2,53.55,952
2022,68,17,3.5,21,29.5,21.8,63.4,953
2022,0,0,3.2,0,28,22.4,71.62,953
2022,0,0,2.3,0,27,22.9,78.46,955
2022,0,0,2,0,26.4,23.3,83.11,956
2022,0,0,2.5,0,25.9,23.5,86.43,956
2022,0,0,2.6,0,25.4,23.6,89.74,956
2022,0,0,2.2,0,24.9,23.7,93.1,956
2022,0,0,1.6,0,24.6,23.8,95.19,956
2022,0,0,1.1,0,24.5,23.9,96.22,956
2022,0,0,0.9,0,24.4,23.9,97.23,957
2022,0,0,0.7,0,24.4,24,97.63,957
2022,0,0,1,0,24.3,23.9,97.5,958
2022,0,4,2,4,24.1,23.4,95.79,960
2022,0,27,1.8,27,24.1,22.9,92.91,961
2022,0,26,1.8,26,24.5,22.5,88.65,961
2022,0,23,2.7,23,25.1,21.3,79.46,962
2022,0,89,3.1,89,26,19.8,68.51,962
2022,0,90,2.9,90,27.3,18.5,58.76,962
2022,0,120,2.7,120,28.3,17.5,52.01,961
2022,1,214,2.3,215,29,16.7,47.37,960
2022,3,264,2.3,266,29.3,15.9,44.38,959
2022,91,348,2,414,29,15.4,43.72,958
2022,80,260,1.4,302,28.5,15.1,44.19,958
2022,28,137,0.8,146,27,17.4,55.78,957
2022,1,23,0.7,23,25.6,16.7,57.9,958
2022,0,0,0.4,0,25.3,15.3,53.84,958
2022,0,0,0.4,0,24.9,15.1,54.35,959
2022,0,0,0.7,0,24,15.2,58,960
2022,0,0,0.6,0,23.6,15,58.5,960
2022,0,0,0.7,0,22.8,15,61.4,959
2022,0,0,0.8,0,21.7,14.8,64.96,959
2022,0,0,0.9,0,21.3,14.5,65.34,959
2022,0,0,0.8,0,21.5,14.3,63.47,958
2022,0,0,0.7,0,22,14,60.31,958
2022,0,0,0.7,0,21.8,13.9,60.76,958
2022,0,0,0.9,0,21,13.9,63.95,960
2022,5,41,0.7,42,21.8,15.4,67.21,960
2022,506,96,0.8,260,23.9,15.5,59.27,960
2022,454,213,1.3,461,25.1,15.1,53.98,961
2022,794,143,1.9,727,27.1,14.8,46.82,961
2022,855,149,2.3,900,29.3,14.7,40.9,960
2022,728,240,2.7,945,31.4,15.5,38.24,959
2022,483,349,3.3,831,32.6,16.7,38.72,957
2022,220,450,3.8,662,32.4,17.7,41.71,957
2022,800,174,4.2,867,32.1,18.5,44.63,956
2022,399,302,4.5,588,31.5,19.3,48.29,955
2022,650,129,4.5,468,30.9,20,52.3,955
2022,30,133,4.3,142,29.8,20.7,58.01,955
2022,1,24,3.6,24,28.2,21.1,65.32,956
2022,0,0,3.1,0,27,21.4,71.58,956
2022,0,0,2.8,0,26.2,21.8,76.56,957
2022,0,0,2.5,0,25.6,22.1,80.82,958
2022,0,0,2.4,0,25.3,22.3,83.59,958
2022,0,0,2.4,0,24.9,22.5,86.57,957
2022,0,0,2.6,0,24.6,22.6,88.82,957
2022,0,0,2.9,0,24.4,22.7,90.04,956
2022,0,0,2.9,0,24,22.6,91.67,956
2022,0,0,2.8,0,23.7,22.4,92.23,956
2022,0,0,2.6,0,23.3,22.1,93.11,956
2022,0,0,2.6,0,23,21.9,93.59,957
2022,175,33,3.2,48,23.6,21.8,89.61,958
2022,553,89,4.4,268,25.3,21.6,79.81,958
2022,731,115,5.3,515,27.5,21.4,69.27,959
2022,822,130,5.8,736,29.6,21.2,60.76,958
2022,868,143,6.1,907,31.2,21.1,55.08,958
2022,228,540,6.1,761,32.1,21,51.99,957
2022,28,487,6.1,515,32.8,20.9,49.56,955
2022,24,466,6.2,490,33.3,20.7,47.78,954
2022,83,457,6.2,529,33.3,20.7,47.6,953
2022,814,131,6.3,714,33,20.6,48.2,952
2022,731,108,6.1,490,32.2,20.4,49.95,951
2022,5,140,5.8,141,30.8,20.4,53.88,951
2022,128,24,5.2,32,29.4,20.5,58.9,952
2022,0,0,4.8,0,28.4,20.9,63.67,952
2022,0,0,4.7,0,27.7,21.3,67.98,954
2022,0,0,4.5,0,27,21.6,72.31,954
2022,0,0,4.6,0,26.4,21.9,76.17,955
2022,0,0,4.7,0,26,22,78.7,954
2022,0,0,5,0,25.6,22.1,81.01,954
2022,0,0,5.2,0,25.2,22.1,82.84,953
2022,0,0,5.2,0,24.9,21.9,83.69,952
2022,0,0,5.2,0,24.7,21.8,83.94,952
2022,0,0,5.2,0,24.6,21.7,83.73,952
2022,0,0,5.2,0,24.5,21.6,83.75,952
2022,224,31,5.5,52,24.9,21.6,81.77,953
2022,588,81,6.3,273,26.3,21.6,75.44,953
2022,755,105,7.2,519,27.7,21.7,69.7,954
2022,24,347,7.4,365,28.7,21.7,65.96,953
2022,23,423,7.5,443,29.9,21.6,61.1,953
2022,159,503,7.5,657,31,21.4,56.78,952
2022,922,135,7.5,1055,31.6,21.3,54.31,951
2022,911,135,7.4,1011,31.6,21.2,54.14,950
2022,437,422,7.2,801,31.2,21.3,55.57,950
2022,488,329,6.9,679,30.6,21.4,57.85,949
2022,675,123,6.6,476,30.1,21.6,60.31,949
2022,500,85,6.1,235,29.2,21.8,64.59,949
2022,113,22,5.2,29,27.8,22.3,71.91,950
2022,0,0,4.9,0,26.8,22.7,78.36,951
2022,0,0,4.8,0,26.3,23,82.34,952
2022,0,0,4.8,0,25.7,23.3,86.48,953
2022,0,0,4.7,0,25.3,23.4,89.06,954
2022,0,0,4.3,0,24.9,23.4,91.32,954
2022,0,0,3.6,0,24.5,23.4,93.53,955
2022,0,0,2.7,0,24.2,23.4,95.2,955
2022,0,0,1.2,0,23.8,23.4,97.56,956
2022,0,0,1.6,0,23.3,23,98.41,958
2022,0,0,4.9,0,21.9,21.3,96.24,960
2022,0,0,6.6,0,18.6,17.3,92.27,963
2022,0,6,6.6,6,16.3,14,86.39,964
2022,0,6,7,6,15.7,12.3,80.38,967
2022,0,13,7.3,13,15.3,10.8,74.47,968
2022,0,23,7.9,23,15,9.5,69.59,969
2022,0,37,8,37,15.4,8.4,62.98,969
2022,0,55,7.8,55,15.8,7.6,58.15,969
2022,0,162,7.2,163,15.9,7.5,57.49,970
2022,0,156,6.3,156,16,7.8,58.21,969
2022,0,87,5.8,87,15.8,7.9,59.42,969
2022,0,61,5.2,61,15.5,8.2,61.8,968
2022,2,126,4.7,127,15.5,8.6,63.3,968
2022,5,87,4.4,89,15.2,8.6,64.92,968
2022,0,17,4.2,17,14.8,8.3,64.87,968
2022,0,0,4.3,0,14.8,7.5,61.81,969
2022,0,0,4.9,0,15.2,6.3,55.4,970
2022,0,0,5.4,0,15.7,4.8,48.22,971
2022,0,0,5.7,0,15.9,3.5,43.63,972
2022,0,0,5.8,0,15.8,2.8,41.8,973
2022,0,0,5.9,0,15.5,2.5,41.56,973
2022,0,0,6.1,0,15.2,2.3,41.68,972
2022,0,0,6.3,0,14.8,2,41.98,972
2022,0,0,6.6,0,14.6,1.6,41.37,972
2022,0,0,6.9,0,14.4,1.1,40.52,972
2022,0,0,7,0,14,0.7,40.15,972
2022,0,24,7,24,14,0.3,39.26,973
2022,1,67,7.4,68,14.7,0.2,37.05,975
2022,35,220,7.8,239,15.7,-0.1,34.13,975
2022,842,142,8.1,764,17,0,31.55,975
2022,896,150,8.1,941,18.6,0.5,29.54,975
2022,613,323,7.9,919,20.2,1,27.86,975
2022,938,155,7.5,1092,21.7,1.5,26.23,974
2022,933,150,7.2,1049,22.7,1.8,25.21,973
2022,863,170,6.8,919,23.3,1.9,24.53,972
2022,824,147,6.3,738,23.3,1.8,24.3,971
2022,752,117,5.8,512,22.8,1.4,24.47,971
2022,591,82,4.8,261,21.5,1.3,26.29,971
2022,165,26,3.8,37,19.5,1.3,29.56,972
